class_index,review_text
1,large shadows and wide-angle shots taken from a distance to hide the liberal use of a body double
2,Mulan
2,span
3,It is Scott 's convincing portrayal of Roger the sad cad that really gives the film its oomph .
0,Cletis Tout might inspire a trip to the video store -- in search of a better movie experience .
1,pass up
3,innovations and
2,to pay full price
0,double-barreled rip-off
2,to view events
0,After that it becomes long and tedious like a classroom play in a college history course .
0,is concocted and carried out by folks worthy of scorn
1,Even kids deserve better .
2,it was hot outside
2,is precious little of either
2,to the level of intelligence and visual splendour that can be seen in other films
2,that reality
2,Santa Clause 2 's
3,The Grey Zone gives voice to a story that needs to be heard in the sea of Holocaust movies ...
2,in the foreground
2,about any movie with a life-affirming message
2,Tian Zhuangzhuang
0,has so many flaws it would be easy for critics to shred it
2,is the man
2,D.W. Griffith
2,Last Dance
2,anything quite
3,some good material in their story about a retail clerk wanting more out of life
2,a serious work
1,bogs down in a surfeit of characters
2,one truth -LRB-
2,his approach
2,a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem
2,on its mind -- maybe too much
4,touches the heart and the funnybone thanks to the energetic and always surprising performance by Rachel Griffiths .
2,the dark areas
0,terribly
3,the way of saying something meaningful about facing death
2,galvanize its outrage the way
2,year-end
1,deep deceptions
3,organized
2,A different movie -- sometimes tedious -- by a director many viewers
2,an easy movie
2,The only question
2,it 's there on the screen in their version of The Quiet American
2,Jia with his family
3,above the ordinary
3,keeps you guessing at almost every turn
2,has turned from sweet to bittersweet
2,are unusual
3,technically proficient and
2,long movie
2,haul 'em to the theatre with you for the late show
2,of Rohypnol
1,Steven Soderbergh 's space opera emerges as a numbingly dull experience .
2,dog-tag
2,Far East
2,What a vast enterprise has been marshaled in the service of such a minute idea .
2,engineering a collision between tawdry B-movie flamboyance and grandiose spiritual anomie
2,Loosely
2,the woman
3,open windows
3,a hallucinatory dreamscape
1,sacrificing any of the cultural intrigue
2,lost twenty-first century America .
3,most oddly honest
2,narrative coinage
2,in neo-Hitchcockianism
3,sweet spot
1,does n't have much else ... especially in a moral sense
2,the experiences of most teenagers
1,JFK conspiracy nuts
2,movie-going neophyte
2,retail clerk
3,Rick
2,plumbing arrangements and mind games
3,courage and
3,His work transcends the boy-meets-girl posturing of typical love stories .
3,A comedy that swings and jostles to the rhythms of life .
2,their servants in 1933
2,a few notches above kiddie fantasy pablum
2,that peaked about three years ago
1,A battle between bug-eye theatre and dead-eye
2,the start
2,hair
3,combined with a tinge of understanding for her actions
2,itinerant teachers
2,'s more interested in asking questions than in answering them
3,big stars and
2,dangerous and domineering mother
4,its compassionate spirit soars every bit as high
1,The Wild Thornberrys Movie does n't offer much more than the series
2,Wild '
4,first-rate performance
2,one adapted -
3,are moments of hilarity to be had .
3,the One That I Want
3,a worthy entry
3,Nicholas Nickleby celebrates the human spirit with such unrelenting Dickensian decency that it turned me -LRB- horrors ! -RRB-
1,simple-minded and
3,a landmark
3,of filmmaking with an assurance worthy of international acclaim
4,you hate to tear your eyes away from the images long enough to read the subtitles
0,to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product
1,moldering
2,half-naked
2,punched through
2,pillages
0,is painfully formulaic and stilted
0,that manages to do virtually everything wrong
1,the new film is a lame kiddie flick
1,the flat dialogue by Vincent R. Nebrida
2,a bit from the classics `` Wait Until Dark ''
0,badly edited
3,are as subtle and as enigmatic
2,the disturbingly
2,store corner
2,rampantly
0,This painfully unfunny farce traffics in tired stereotypes and encumbers itself with complications ...
2,Country Bears
2,Quaid 's performance
3,more ambitious
3,is certainly no disaster
3,With this new Rollerball
3,wry humor
1,most offensive action
1,old-fashioned and fuddy-duddy
2,rote sentimentality
1,unfunny movie
2,holiday message
2,romance genre
2,its ilk
2,side dish
2,of people who are struggling to give themselves a better lot in life than the ones
1,bad of a movie
2,mainstream audiences
2,has n't yet
3,subtle humour from Bebe Neuwirth
4,the first computer-generated feature cartoon to feel like other movies
2,the other Hannibal movies
3,fights the good fight in Vietnam
3,Nelson 's intentions are good
4,never wanted to leave .
1,biggest husband-and-wife disaster
1,repressed
2,the task
3,the case for a strong education and good teachers being more valuable in the way they help increase an average student 's self-esteem
2,view one of Shakespeare 's better known tragedies
2,the players
1,thankless
1,none-too-original premise
3,effective moments
2,Arthouse 101 in its poetic symbolism
1,somehow snagged an Oscar nomination
2,get plenty
2,like a `` Big Chill '' reunion of the Baader-Meinhof Gang
2,that way
3,value or merit
3,is a much better mother-daughter tale
4,is a remarkable piece of filmmaking
1,rambling examination
2,beaten path
1,that could have wrapped things up at 80 minutes
2,as conventional as a Nike ad and as rebellious
1,the blanket statements and dime-store ruminations
2,increasingly
2,prefeminist plight
2,Ryan Gosling -LRB- Murder By Numbers -RRB-
1,of Jason X
2,provide it with so much leniency
2,defiant
2,the 21st
2,in Japan
4,that few movies are able to accomplish
1,none of these words really gets at the very special type of badness that is Deuces Wild .
2,A bodice-ripper
1,'s no classic
2,involving one
2,prove his worth
2,more than
2,Its vision of that awkward age when sex threatens to overwhelm everything else is acute enough to make everyone who has been there squirm with recognition .
2,conditioning
2,the legacy of war
2,alternately raucous and sappy ethnic sitcom
1,its awkward structure and
3,has the suavity or classical familiarity of Bond
2,was a bisexual sweetheart before he took to drink
2,Merci pour le movie .
1,suffered through the horrible pains of a death by cancer
3,to gorgeous beaches
2,Conforms
3,is so warm and fuzzy you might be able to forgive its mean-spirited second half
1,The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic
3,suited
2,to the material
2,unlike watching a glorified episode of `` 7th Heaven
2,it 's a wonder that he could n't have brought something fresher to the proceedings simply by accident
2,Big Fat Greek Wedding look
3,important message to tell
2,E.T.
2,Steve Oedekerk
3,returns with a chase to end all chases
2,stately
2,ye
3,by drawing me into the picture
2,Italy beckons us all
2,planet 's
2,homage pokepie hat
2,New York celebrities
2,a TV episode rather than
2,Nia Vardalos
2,a bump
2,establishes itself
2,last look
3,is a welcome relief from the usual two-dimensional offerings
2,downward spiral
2,may owe more to Disney 's strong sense of formula than to the original story .
2,nothing exactly wrong
2,is disposable .
2,film culture
2,Simpson
2,that it gave me plenty of time to ponder my Thanksgiving to-do list
2,easily skippable hayseeds-vs
1,The movie is too impressed with its own solemn insights to work up much entertainment value .
3,at the peak of their powers
3,funny no-brainer
2,fascinating but flawed
2,a brutally honest individual
2,Who is the audience for Cletis Tout ?
3,becoming
2,fluid motion
3,is a warm and well-told tale of one recent Chinese immigrant 's experiences in New York City .
2,-LRB- Washington 's -RRB-
2,Penotti
2,feature debut
2,this Halloween
2,cared
3,its utter sincerity
2,to special effects
2,that segment
1,grief drives her
2,another movie which presumes that high school social groups are at war
2,it goes along
2,both the turmoil of the time
2,about Kennedy 's assassination
3,you realize there 's no place for this story to go but down
1,substandard performances
1,the feeble examples
2,the `` other side of the story
3,uninhibited
3,rich and exciting
4,undeniably moving film
3,visually and thematically
3,to justify a film
2,to resist his enthusiasm
1,An unsuccessful attempt
3,holds promise
2,Hong Kong 's
2,are fleshed-out enough to build any interest .
4,to appreciate the wonderful cinematography and naturalistic acting
2,mid - '90s
4,that is really funny
4,a brilliant director and
4,favourite
2,From New York series
3,'re definitely convinced that these women are spectacular
3,those famous moments
1,putrid it is not worth
3,his most personal
4,leaving the theater with a smile on your face
2,invite some genuine spontaneity
4,full of funny situations and honest observations
2,gets at the very special type of badness that is Deuces Wild
1,episodic choppiness
2,biz
2,my eyelids
3,a better thriller
2,a film 's title
1,seen it all before in one form or another
2,ultimately falls prey to the contradiction that afflicts so many movies about writers .
3,workmanlike
1,It must be the end of the world :
3,I 'll settle for a nice cool glass of iced tea and a Jerry Bruckheimer flick any day of the week
2,while never really vocalized
1,more unmentionable subjects
2,to find her way
4,is definitely a cut above the rest
2,trust
2,male swingers in the Playboy era
2,without all those gimmicks
2,than entertainment
2,Antonia is assimilated into this newfangled community
3,with raw urban humor
0,a human volcano or an overflowing septic tank
2,commune
2,the cast members
3,was particularly funny
1,a laconic pace
2,Like most of Jaglom 's films
4,fun with the quirks of family life
2,the sensibility of a video director
2,like the work of a dilettante
2,make this kind of idea work
3,Ong 's promising debut
3,something of a public service --
2,our close ties
2,drag two-thirds
3,reasonably entertained
1,shallow and art-conscious
3,breathe out of every frame .
2,'s novel
2,erotic thriller Unfaithful
3,had released the outtakes theatrically and used the film as a bonus feature on the DVD
2,haranguing the wife
2,Dot Com
2,to be mythic
1,of aborted attempts
2,to Affleck
1,the outdated swagger of a shameless ` 70s blaxploitation shuck-and-jive sitcom
2,theorist
2,the least demanding of demographic groups
0,the worst titles in recent cinematic history
1,undernourished and
4,on a group of extremely talented musicians
4,is bright and flashy in all the right ways
1,that were once amusing
2,undeniable
2,a pun as possible
2,on its sleeve
2,show these characters in the act and
2,take for granted in most films are mishandled here
2,the sketchiest of captions
2,she 's gonna
3,This submarine drama earns the right to be favorably compared to Das Boot .
1,surprisingly uninvolving
3,is gratefully received
2,Graham
3,sustains it
3,to see what all the fuss is about
1,scratching your head in amazement over the fact
3,of good material
2,of its political edge
2,antiseptic
3,have a good time as it doles out pieces of the famous director 's life
2,Mean Machine
4,sit back and enjoy a couple of great actors hamming it up
2,movie experiences
2,gamble to occasionally break up the live-action scenes with animated sequences
3,concludes with the crisp clarity of a fall dawn
2,growing up in a dysfunctional family
2,done in the United States
3,into the art film pantheon
3,transformed star
1,is the film equivalent of a lovingly rendered coffee table book
1,hell-jaunt purists
2,his use
0,some of the most poorly staged and lit action in memory
1,brought down by lousy direction
2,As an introduction to the man 's theories and influence
2,bad on purpose
2,two parts exhausting Men in Black mayhem to one part family values
2,of My Big Fat Greek Wedding
2,prayer
2,play second fiddle
3,its best
1,Trades run-of-the-mill revulsion for extreme unease
2,Scorsese 's
1,only drama
4,is the ultimate movie experience
2,'ll get plenty
2,is a battle of witlessness between a not-so-bright mother and daughter and an even less capable trio of criminals .
1,A strangely
2,of distraction
3,But that they are doing it is thought-provoking .
2,few things in this world more complex -- and
2,as it could have been
2,Brown 's
1,the station looking for a return ticket to realism
3,action-packed an experience
1,gratingly unfunny
2,a 21st century morality play
2,precocious kids getting the better of obnoxious adults
2,Despite the pyrotechnics
1,not in the way this film showcases him
3,America 's skin-deep notions
2,far from Zhang 's
2,Heavy with flabby rolls
1,If you can push on through the slow spots
1,prepackaged
3,are intriguing and realistic
1,is n't as weird as it ought to be
3,It 's like an old Warner Bros. costumer jived with sex --
2,oodles
4,entertaining
1,not life-affirming
2,who needs enemies
2,the pulse
1,a film so graceless and devoid
3,The success of Undercover Brother is found in its ability to spoof both black and white stereotypes equally .
2,Andrei Tarkovsky 's Solaris
2,listen to old Tori Amos records
2,to simply
3,I believe Silberling had the best intentions here
3,'ll cheer
2,of its style
2,an Ivy League college
2,a sobering meditation on why we take pictures
2,web .
0,boring
3,Rock solid family fun out of the gates
1,shoots for -LRB- and misses -RRB-
2,thought
2,lets you off the hook
4,with the best of Herzog 's works
2,graphic combat footage
2,more glaring
2,to end
4,is one of the best actors there is
3,fascinate me
2,narrative flow
2,director Michael Apted -LRB- Enigma -RRB-
1,dumped a whole lot of plot
2,Puts on airs of a Hal Hartley
2,ca n't help but
2,Franklin
2,director and co-writer
0,that there 's no plot in this Antonio Banderas-Lucy Liu faceoff
2,workings
2,sobering
1,they spend years trying to comprehend it
2,sensibility
4,the most triumphant performances
2,Brothers\/Abrahams films
2,are as valid
2,an abstract Frank Tashlin comedy
3,emerges a radiant character portrait .
4,A surprisingly sweet and gentle comedy
2,be better and more successful than it is
2,believe if it were n't true
2,impressed by this tired retread
1,macabre and
1,scandal
2,assumption
4,'s brilliant `
1,is never much worse than bland or better than inconsequential
0,out there surrender $ 9 and 93 minutes of unrecoverable life
0,is so prolonged and boring it is n't even close to being the barn-burningly bad movie it promised it would be
3,funny bone
1,a flat script and
2,addition movies
3,the glorious chicanery and self-delusion of this most American of businesses
2,is the Vertical Limit of surfing movies - memorable stunts with lots of downtime in between
0,meets Goodfellas in this easily skippable hayseeds-vs .
2,box office bucks
1,its observation of just how much more grueling and time-consuming the illusion of work is than actual work
3,Canada
2,would be a worthy substitute for naughty children 's stockings
4,this is one of the best-sustained ideas I have ever seen on the screen .
2,that Seinfeld 's real life is boring
2,What saves this deeply affecting film from being merely
1,superficial .
2,the very least
2,that 's especially fit for the kiddies
3,in some delightful work on indie projects
1,unwary
2,would have made for better drama
3,a feel movie
3,leaps over national boundaries and celebrates universal human nature
2,of a fellow
2,key moments
1,was made by and for those folks who collect the serial killer cards and are fascinated by the mere suggestion of serial killers .
1,criticism
2,it 's extremely hard to relate to any of the characters
0,Adam Sandler 's Eight Crazy Nights grows on you -- like a rash .
2,the act
1,desert
2,One of those
3,in its sparkling beauty
3,her confidence in her material
1,curiously depressing
2,an Afterschool Special with costumes by Gianni Versace
1,is that it is one that allows him to churn out one mediocre movie after another
2,many of his works
2,the afterlife and a lot more time
3,embedded in the sexy demise of James Dean
2,Anderson 's
2,from Robinson
1,the film falters
1,low-rent retread
2,Unlike Trey Parker
2,relatively
2,as a weary journalist in a changing world
1,its scrapbook of oddballs
2,of crematorium chimney fires and stacks of dead bodies
1,is nothing special
2,speedy swan dive
3,the visual wit
0,In Praise of Love remains a ponderous and pretentious endeavor that 's unfocused and tediously exasperating
2,of either of those movies
2,is a desperate miscalculation .
2,Serry 's
1,a kitchen sink
2,for One More
2,the odd distinction
2,many tired jokes
2,took the Farrelly Brothers comedy
1,slump
2,mostly due
2,baffle
2,though the reality is anything but
0,is that the filmmakers and studio are brazen enough to attempt to pass this stinker off as a scary movie
2,their story
2,sweetly
2,Michelle
2,it unequivocally deserves
2,Chicago 's South Side
4,derivative elements into something that is often quite rich and exciting
4,even his lesser works outshine the best some directors
3,that portrays the frank humanity of ... emotional recovery
2,worthy departure
0,without much of a story
2,largely a heavy-handed indictment of parental failings and the indifference of Spanish social workers and legal system towards child abuse
2,playing
2,astounding technology
2,want to be a character study
3,the insightful writer\/director
1,about a rag-tag bunch of would-be characters
2,activism
1,soupy end result
1,as sci-fi generic
2,pretension .
2,startling intimacy
2,the popularity of My Big Fat Greek Wedding
1,grosses
3,humanly possible
3,its unique feel
2,Debate it
2,is determined not to make them
1,The sentimental cliches
0,Shot like a postcard and overacted with all the boozy self-indulgence that brings out the worst in otherwise talented actors
1,becomes instead a grating endurance test .
1,Oversexed
2,It is one more celluloid testimonial to the cruelties experienced by Southern blacks as distilled through a Caucasian perspective .
2,actor Crispin Glover
1,as easy to be bored by as your ABC 's
2,York fest
2,Todd McFarlane 's
2,reassure
2,two words
2,World War II experience
2,A zombie movie
3,gushing -- Imamura squirts the screen in ` Warm Water Under a Red Bridge '
2,baseball-playing monkey
2,of finding entertainment in the experiences of Zishe and the fiery presence of Hanussen
2,elliptically loops back to where it began .
3,letting its imagery speak for it while it forces you to ponder anew what a movie can be .
2,lots of downtime in between
3,long after you leave the theater
3,allows his cast the benefit of being able to give full performances
2,director 's
2,the history
2,does n't make for completely empty entertainment
2,emotional business
3,'s quite an achievement
2,whether or not ultimate blame
3,powerful entity
0,'s also not very good
3,closer in quality
2,costly analysis
2,the mood remains oddly detached .
2,evocation
3,The best thing
1,a Xerox machine
1,A feeble Tootsie knockoff .
2,new-agey tone
2,between Boys
1,bloated
2,time and energy
3,admire ... the intensity with which he 's willing to express his convictions
2,good and evil
2,Tunes
2,both character study
2,want MacDowell 's character to retrieve her husband
2,#NOM?
3,visual charm or texture
3,do n't see often enough these days
2,dad
2,of the lead performances
2,tight pants and
3,success
2,Tupac
2,Craven
2,German factory
2,its characters ' striving solipsism
2,of its subject matter
2,What might have emerged as hilarious lunacy in the hands of Woody Allen or Mel Brooks -LRB- at least during their '70s heyday -RRB-
1,Rare Birds ' tries to force its quirkiness upon the audience .
2,their looks
0,fails to rise above its disgusting source material
1,a category called Best Bad Film You Thought Was Going To Be Really Awful But Was n't
0,would go back and choose to skip it .
2,Peter Mattei 's Love
0,to its ultimate demise
3,all the charm of Kevin Kline and a story that puts old-fashioned values under the microscope
2,more crassly reductive
3,be a straightforward bio
2,The characterizations and dialogue
4,in this marvelous film
3,artwork
2,1980 biopic
4,is one of this year 's very best pictures .
3,emerged as hilarious lunacy
0,is nothing redeeming about this movie
2,a director 's
2,want to believe in it the most
3,the lush scenery
2,Ballistic : Ecks vs. Sever ''
4,Elvira fans could hardly ask for more .
2,creaky
2,and tiresome love triangles
2,20-car pileup
2,Mr. Chips
3,funniest and most likeable
2,of passions
4,Notorious C.H.O. hits all the verbal marks it should .
2,delay
1,so emotionally predictable or bland
2,apart
1,really belongs with any viewer forced to watch him try out so many complicated facial expressions
1,is that sort of thing all over again
2,Altman 's
2,televised
2,distinct parallels between this story and the 1971 musical
2,double agent
2,Nair and writer Laura Cahill
2,the attics to which they were inevitably consigned
2,Chabrolian
3,intellect and
2,frenetic spectacle
2,rent the original
2,from Ian Holm
3,Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills
2,a gritty style and
2,make our imagination
2,huge
2,her process of turning pain into art
3,The rare movie that 's as crisp and to the point
2,Ed Wood film
1,too harsh
0,offers nothing more than a bait-and-switch that is beyond playing fair with the audience
3,Writer and director Otar Iosseliani 's pleasant tale
2,ask permission for a preemptive strike
2,The fluid motion
2,watched side-by-side with Ringu
3,a gorgeously atmospheric meditation on life-changing chance encounters
2,credits
2,the succession
4,this a high water mark for this genre
1,is often way off
3,-LRB- Barry -RRB- gives Assassin a disquieting authority .
2,wanting more out of life
2,would seem less of a trifle if Ms. Sugarman followed through on her defiance of the saccharine
2,all its shoot-outs
3,made me want to get made-up and go see this movie with my sisters
1,the wrong times
2,-LRB- very -RRB-
2,to grow into a movie career
2,everyone involved with moviemaking
3,contenders
3,Like Schindler 's List
3,the company 's astonishing growth
3,Fulford-Wierzbicki ... deftly captures the wise-beyond-her-years teen .
3,of sexy intrigue
4,emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds
1,'s also disappointing to a certain degree .
1,'ve seen some bad singer-turned actors
2,the cool bits
2,An uncomfortable
2,this is likely to cause massive cardiac arrest if taken in large doses .
3,fly with most intelligent viewers
3,the impressively discreet filmmakers
2,lesser works
2,peculiar
2,is for brief nudity and a grisly corpse
1,about in thick clouds of denial
1,Hollywood war-movie stuff
3,lovingly rendered
1,the failure of the third Revenge of the Nerds sequel
2,Ritter
2,to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted
2,very simple
2,to believe
2,shades
1,which suffers from a lackluster screenplay
2,McKlusky C.I.
2,show us the world they love and make
2,it tries too hard
1,down badly
2,much more than a few cheap thrills from your Halloween entertainment
2,signature
3,one of those all-star reunions
2,the Kurds
2,The Trials
1,that 's too clever for its own good
2,therefore
2,Despite its faults
2,in the dark theater
2,domestic unit
1,remains unfulfilled
0,worse than you can imagine
3,your interest until the end and
3,rekindle the magic of the first film
2,acidic
2,grandparents
2,end up getting
2,get through The Country Bears
3,an amazing slapstick instrument
3,may look cool
2,critiquing
2,an archetypal
2,skewering
3,There 's nothing like love to give a movie a B-12 shot
1,great to knock back a beer with but they 're simply not funny performers
2,The unexpected thing
2,The Wrath
2,could have had
2,few potential
3,the magic that made it all work
3,Melodrama with a message
2,first sight
2,whipping out the dirty words and
2,Arthouse 101
2,Greek Wedding look
3,you have to pay if you want to see it
2,one reality
2,hitting the audience
2,brings them
2,that they could n't have done in half an hour
3,freedom
0,The most excruciating 86 minutes one
2,force its quirkiness upon the audience
2,the artist 's work
3,our moviemakers
3,an honestly nice little film that takes us on an examination of young adult life in urban South Korea through the hearts and minds of the five principals
4,joyous films that leaps over national boundaries and celebrates universal human nature
2,the stories
2,11 times too many or else
2,in atmosphere of the post-war art world
2,The overall feel
2,to Nanook
2,its hackneyed elements
2,moved by even the corniest and most hackneyed contrivances
2,cinema 's capability for recording truth
2,lives
2,knew existed
3,back-stabbing babes
4,a remarkable film that explores the monster 's psychology not in order to excuse him but rather to demonstrate that his pathology evolved from human impulses that grew hideously twisted
1,too overdone
2,building
2,intermediary
2,children 's novel
1,an even less capable trio of criminals
3,A quasi-documentary by French filmmaker Karim Dridi that celebrates the hardy spirit of Cuban music
2,Co-writer\/director
2,Photographer
2,gives us a crime fighter carrying more emotional baggage than Batman
2,a flat manner
4,that takes a stand in favor of tradition and warmth
1,absolutely and completely ridiculous and
2,when you think that every possible angle has been exhausted by documentarians
2,one that 's been told by countless filmmakers
3,flamboyant style
3,might have fun in this cinematic sandbox
2,we should pay money for what we can get on television for free
0,slowed down by a stroke
2,gets shut out of the hug cycle
1,... a rather bland affair .
2,Simultaneously heart-breaking
1,less-is-more
3,ponder the whole notion of passion
3,takes such a speedy swan dive
2,a weary journalist in a changing world
2,chimney
3,timely and
0,is DOA .
2,to the past
3,a lyrical and celebratory vision
0,Poor Ben Bratt could n't find stardom if MapQuest emailed him point-to-point driving directions .
2,director John Schultz
3,scoring high
1,no plot
2,amusing little catch
2,do n't believe
4,inspiring and
2,a dark little morality tale
2,too often
1,this so-called satire
1,proves that not only blockbusters pollute the summer movie pool
2,your screening
2,on a UHF channel
2,a few scares
2,The filmmakers are playing to the Big Boys in New York and L.A. To that end
2,classification
3,the gifted Korean American stand-up
1,accepting a 50-year-old in the role is creepy in a Michael Jackson sort of way .
2,the hero of the story
2,a vain dictator-madman
1,Could use a little more humanity
4,told with the intricate preciseness of the best short story writing .
3,is instructive
0,This loud and thoroughly obnoxious comedy about a pair of squabbling working-class spouses
2,one point in this movie
1,dreadful romance
1,Love Liza is a festival film that would have been better off staying on the festival circuit .
3,most magical and most
1,Less worrying about covering all the drama in Frida 's life and more time
2,Ryan 's
2,` issues '
1,fizzle
0,the trifecta of badness
2,the first film 's
3,Superbly
2,deserve one another
2,popcorn movie
3,a river of sadness that pours into every frame
2,20 years since 48 Hrs
2,first Tunisian film I
2,by its short running time
1,to hate it
2,as a self-reflection or cautionary tale
2,cross between XXX and Vertical Limit
2,as quirky
4,ambiguities that make it well worth watching
2,a dish
2,takes a slightly dark look
2,that is
2,at relationships
3,the power
1,hard time
1,relying on the viewer to do most of the work
2,in the house
2,Lock Stock and Two Smoking Barrels
2,recognize it and
2,despite its one-joke premise with the thesis
2,is haunting ...
2,Judith and Zaza 's extended bedroom sequence
2,the first two films in the series
3,The movie 's seams may show ... but Pellington gives `` Mothman '' an irresistibly uncanny ambience that goes a long way toward keeping the picture compelling .
2,it would be in another film
2,A modestly made
2,hit-and-miss enterprise
2,seem deceptively slight on the surface
2,Anne Rice 's
2,it inspires some -LRB- out-of-field -RRB- creative thought
0,repulsive and depressing
2,having
1,the movie is all portent and no content
0,that could only be made by African-Americans because of its broad racial insensitivity towards African-Americans
2,It 's all a rather shapeless good time ...
0,never clearly defines his characters or gives us a reason to care about them .
1,do n't think that A.C. will help this movie one bit
3,absorbing characters
2,with both adults and younger audiences
2,field no
2,the work
3,a few big laughs
1,emerges from the simple fact that the movie has virtually nothing to show
3,Playfully profound
2,boys
1,paints an absurdly simplistic picture .
2,long enough
1,virtually chokes on its own self-consciousness .
2,associate
4,when his story ends or just ca n't tear himself away from the characters
3,is essentially a whip-crack of a buddy movie that ends with a whimper
2,instead of trying to have it both ways
2,'s an enjoyable trifle
2,is only surface deep
3,offers just enough sweet and traditional romantic comedy to counter the crudity .
3,to be more than another `` Best Man '' clone by weaving a theme throughout this funny film
3,right place
4,as possibly the best actor working in movies today
2,for the family audience
1,But even with the two-wrongs-make-a-right chemistry between Jolie and Burns
2,or not you 're enlightened by any of Derrida 's
2,origin story
3,to spare wildlife
3,and revolutionary spirit
0,is that Van Wilder does little that is actually funny with the material
1,journey into a philosophical void .
2,tools
1,must indeed be good to recite some of this laughable dialogue with a straight face
3,certainly clever in spots
1,nothing else happening
3,has at last decisively broken with her Friends image in an independent film of satiric fire and emotional turmoil
3,Gets the look and the period trappings right
1,is nothing distinguishing in a Randall Wallace film
2,echo of allusions to other films .
1,of nothing at the core of this slight coming-of-age\/coming-out tale
2,An edifying glimpse
2,drumming routines
3,Damon\/Bourne or his predicament
1,be one of those vanity projects in which a renowned filmmaker attempts to show off his talent by surrounding himself with untalented people
2,This version
3,natural affability
1,believe that people have lost the ability to think
2,falls prey
2,label
2,30 seconds
2,that a column of words can not adequately describe co-writer\/director Peter Jackson 's expanded vision of J.R.R. Tolkien 's Middle-earth
1,Dreary tale
2,Morph
3,special fishy community
3,courage and happiness
2,a heavy Irish brogue
3,strongly present some profound social commentary
1,is that it 's far too sentimental .
3,the rollicking dark humor so necessary
0,see a better thriller
3,soulful development
3,a case study that exists apart from all the movie 's political ramifications
2,respectable but
0,a soulless hunk of exploitative garbage
4,is clearly extraordinarily talented
3,a good time
2,changes
2,arriving at a particularly dark moment in history
3,frosting
3,Alice 's adventure through the looking glass and into zombie-land ' is filled with strange and wonderful creatures .
1,throwing up
2,60-second
2,deform
2,Delirious
2,to improve things by making the movie go faster
2,surface histrionics
2,W. Bush
2,of his intellectual rigor or creative composure
2,of the political spectrum
3,What 's most memorable about Circuit
2,an oversized picture book
2,Meyjes '
3,prevails
2,jolted out
2,shared
2,looked into my future
1,fluff stuffed
1,'s so poorly
2,political situation
3,Initially gripping
0,is downright doltish and uneventful
2,its message is not rooted in that decade .
2,old boy 's
2,released here
0,Viewing this underdramatized but overstated film
1,on offal like this
2,a few tries and become expert fighters after a few weeks
3,the kind of quirkily appealing minor movie she might not make for a while
3,great past
2,flick formula
1,#NOM?
2,prone
2,were any more
2,straddles the fence between escapism and social commentary
1,of utter loss personified in the film 's simple title
2,the labour
1,does the field no favors
3,humanize its subject
2,to have that French realism
3,as a painful elegy and sobering cautionary tale
1,Contrived as this may sound
3,its classical music
2,shrill side
2,early Zucker Brothers\/Abrahams films
1,plummets
2,The camera whirls !
1,tackles more than she can handle .
2,impossible to shake
2,the most hardhearted Scrooge
1,uninvolving storytelling
4,Kinnear ... gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .
1,The movie is a little tired ;
1,Staggers between flaccid satire and what
2,It is a movie about passion .
2,Could as easily have been called ` Under Siege 3
2,attending
1,cheesier to cheesiest
3,the occasional belly laugh
4,a career-defining revelation
3,offers an intriguing what-if premise .
4,something cool
2,arbitrary
0,instead opts for a routine slasher film that was probably more fun to make than it is to sit through .
2,anything but frustrating
2,to escape the country
2,Plutonium Circus
2,will once again
2,much exploitation
3,a source of high hilarity
2,that leaves scant place for the viewer
1,of the worst dialogue
3,the right direction
2,might have been richer and more observant if it were less densely plotted
2,Kapur and screenwriters Michael Schiffer and Hossein Amini
2,as a video\/DVD babysitter
2,cut !
2,with a film
2,when they were in high school would choose the Cliff-Notes over reading a full-length classic
2,the insanity of Black
2,of ghetto fabulousness
2,white man
0,An unfortunate title for a film that has nothing endearing about it .
1,Waters
2,tease
2,modern girl 's
2,textbook
2,forward from the Sally Jesse Raphael atmosphere of films like Philadelphia and American Beauty
2,Clown ''
2,your stomach grumbling for some tasty grub
2,Vanessa
4,subtle and richly internalized performance
2,Laramie following the murder of Matthew Shepard
2,so often plague films dealing with the mentally ill
3,'s a movie about it
2,foundation
1,you are likely to be as heartily sick of mayhem as Cage 's war-weary marine .
1,content to dog-paddle in the mediocre end of the pool
4,Take Care of My Cat emerges as the very best of them
1,several cliched movie structures
4,worthy entry
4,by a gritty style and an excellent cast
3,that Parker displays in freshening the play
2,Director Kevin Bray
2,spends
1,Bloody
2,Jimmy 's relentless anger
2,that never pretends to be something
2,she should ask for a raise
3,it does n't disappoint .
2,value cash above credibility
2,some movies and
2,cartoon
3,tug at your heart in ways that utterly transcend gender
2,apartheid drama
1,dress up in drag
2,the film 's verbal pokes
3,from grace that still leaves shockwaves
2,stacked with binary oppositions
2,fertility
3,the clever credits roll
3,is conversational bordering on confessional
2,you 're in the mood for a melodrama narrated by talking fish
4,that paints a grand picture of an era and makes the journey feel like a party
2,plays out slowly
